request_url,final_url,label,pred_label,final_prob,url_prob,fusion_prob,decision
https://q-r.to/bfXxns,https://q-r.to/bfXxns,1,1,0.9896792858839034,0.9996134638786316,0.9775375127792358,both-strong
https://tinyurl.com/2jsm6xb5,https://tinyurl.com/app/nospam/tinyurl.com/2jsm6xb5,1,1,0.9938540190458297,0.9968184232711792,0.9902308583259583,both-strong
http://dfgytrew22.wixsite.com/webskyy,https://dfgytrew22.wixsite.com/webskyy,1,1,0.9994635939598082,0.9999971389770508,0.9988114833831787,both-strong
https://sites.google.com/view/kifdgfgdjhkjldlkj/home?authuser=6,https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fsites.google.com%2Fview%2Fkifdgfgdjhkjldlkj%2Fhome%3Fauthuser%3D6&dsh=S406305489%3A1759140403159739&followup=https%3A%2F%2Fsites.google.com%2Fview%2Fkifdgfgdjhkjldlkj%2Fhome%3Fauthuser%3D6&ifkv=AfYwgwWZNm9RJddPWuMHMArHjpF-eGUkIGI1ImWeJYK17wYF1PX6__vYilZ47a6We88GI8g8gMGfkg&osid=1&passive=1209600&flowName=GlifWebSignIn&flowEntry=ServiceLogin,1,1,0.9619021415710449,0.9999592304229736,0.9238450527191162,both-strong
http://dev-okjfhg.pantheonsite.io/,http://dev-okjfhg.pantheonsite.io/,1,1,0.9574043363332747,0.999985933303833,0.9053601622581482,both-strong
https://tinyurl.com/275p6ch4,https://tinyurl.com/app/nospam/tinyurl.com/275p6ch4,1,1,0.9944864094257353,0.9947794675827026,0.9941282272338867,both-strong
https://did.li/4MLKDJDwebappsClienT?pZVS2KirQcqg2XvGoIxY0EAYbWt,https://did.li/secure/,1,0,0.699,0.9999945163726807,0.11940023303031921,url-downgraded
http://dana-page-aktivasi-saldo.github.io/,https://dana-page-aktivasi-saldo.github.io/,1,1,0.9993524849414825,0.9988415837287903,0.9998633861541748,both-strong
https://q-r.to/dgtespana,https://q-r.to/dgtespana,1,1,0.9447860687971115,0.9983811378479004,0.8792809844017029,both-strong
http://bafybeicedalcolwlvq7fjhtcvzj3vivz4pdfd7b3cgr4gm55mafkj7geua.ipfs.dweb.link/,https://bafybeicedalcolwlvq7fjhtcvzj3vivz4pdfd7b3cgr4gm55mafkj7geua.ipfs.dweb.link/,1,1,0.9999901652336121,0.9999889135360718,0.9999914169311523,both-strong
http://talha6368.github.io/netflix-clone,https://talha6368.github.io/netflix-clone/,1,1,0.9995504349470138,1.0,0.9990009665489197,both-strong
https://pub-f6856f3d88234137bd155e2b201a746e.r2.dev/index.html,https://pub-f6856f3d88234137bd155e2b201a746e.r2.dev/index.html,1,1,0.9999991655349731,0.9999983310699463,1.0,both-strong
https://pub-7f5e4341e83541bb840145bbe46638c6.r2.dev/index.html,https://pub-7f5e4341e83541bb840145bbe46638c6.r2.dev/index.html,1,1,0.9999994039535522,0.9999988079071045,1.0,both-strong
https://share.hsforms.com/17BKBuAJYRv2gq701bBvgNwsptnc,https://share.hsforms.com/17BKBuAJYRv2gq701bBvgNwsptnc,1,1,0.9995263010263442,0.9999984502792358,0.9989492297172546,both-strong
https://share.hsforms.com/106k26kiwQ2ChT_iKmnKDQgsme9l,https://share.hsforms.com/106k26kiwQ2ChT_iKmnKDQgsme9l,1,1,0.9996177375316619,0.9999995231628418,0.9991511106491089,both-strong
http://rituraj1924.github.io/netflixclone/,https://rituraj1924.github.io/netflixclone/,1,1,0.998798668384552,0.9999986886978149,0.997331976890564,both-strong
http://ankitasingh125.github.io/CloneProject,https://ankitasingh125.github.io/CloneProject/,1,1,0.9991127520799636,1.0,0.9980283379554749,both-strong
