request_url,final_url,label,pred_label,final_prob,url_prob,fusion_prob,decision
https://q-r.to/bfXxns,https://q-r.to/bfXxns,1,1,0.9955485761165619,0.9996134638786316,0.9905803799629211,both-strong
https://tinyurl.com/2jsm6xb5,https://tinyurl.com/app/nospam/tinyurl.com/2jsm6xb5,1,1,0.9893651545047759,0.9968184232711792,0.9802556037902832,both-strong
http://dfgytrew22.wixsite.com/webskyy,https://dfgytrew22.wixsite.com/webskyy,1,1,0.9986156672239304,0.9999971389770508,0.9969272017478943,both-strong
https://sites.google.com/view/kifdgfgdjhkjldlkj/home?authuser=6,https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fsites.google.com%2Fview%2Fkifdgfgdjhkjldlkj%2Fhome%3Fauthuser%3D6&dsh=S406305489%3A1759140403159739&followup=https%3A%2F%2Fsites.google.com%2Fview%2Fkifdgfgdjhkjldlkj%2Fhome%3Fauthuser%3D6&ifkv=AfYwgwWZNm9RJddPWuMHMArHjpF-eGUkIGI1ImWeJYK17wYF1PX6__vYilZ47a6We88GI8g8gMGfkg&osid=1&passive=1209600&flowName=GlifWebSignIn&flowEntry=ServiceLogin,1,1,0.9976457059383392,0.9999592304229736,0.9953321814537048,both-strong
http://dev-okjfhg.pantheonsite.io/,http://dev-okjfhg.pantheonsite.io/,1,1,0.9820121020078658,0.999985933303833,0.9600440859794617,both-strong
https://tinyurl.com/275p6ch4,https://tinyurl.com/app/nospam/tinyurl.com/275p6ch4,1,1,0.9907395511865615,0.9947794675827026,0.9858018755912781,both-strong
https://did.li/4MLKDJDwebappsClienT?pZVS2KirQcqg2XvGoIxY0EAYbWt,https://did.li/secure/,1,0,0.699,0.9999945163726807,0.09650987386703491,url-downgraded
http://dana-page-aktivasi-saldo.github.io/,https://dana-page-aktivasi-saldo.github.io/,1,1,0.9991154372692108,0.9988415837287903,0.9993892908096313,both-strong
https://q-r.to/dgtespana,https://q-r.to/dgtespana,1,1,0.9695609360933304,0.9983811378479004,0.934336245059967,both-strong
http://bafybeicedalcolwlvq7fjhtcvzj3vivz4pdfd7b3cgr4gm55mafkj7geua.ipfs.dweb.link/,https://bafybeicedalcolwlvq7fjhtcvzj3vivz4pdfd7b3cgr4gm55mafkj7geua.ipfs.dweb.link/,1,1,0.9999749660491942,0.9999889135360718,0.9999579191207886,both-strong
http://talha6368.github.io/netflix-clone,https://talha6368.github.io/netflix-clone/,1,1,0.999415761232376,1.0,0.9987016916275024,both-strong
https://pub-f6856f3d88234137bd155e2b201a746e.r2.dev/index.html,https://pub-f6856f3d88234137bd155e2b201a746e.r2.dev/index.html,1,1,0.9999966681003569,0.9999983310699463,0.9999946355819702,both-strong
https://pub-7f5e4341e83541bb840145bbe46638c6.r2.dev/index.html,https://pub-7f5e4341e83541bb840145bbe46638c6.r2.dev/index.html,1,1,0.9999956429004668,0.9999988079071045,0.999991774559021,both-strong
https://share.hsforms.com/17BKBuAJYRv2gq701bBvgNwsptnc,https://share.hsforms.com/17BKBuAJYRv2gq701bBvgNwsptnc,1,1,0.9994566977024077,0.9999984502792358,0.9987945556640625,both-strong
https://share.hsforms.com/106k26kiwQ2ChT_iKmnKDQgsme9l,https://share.hsforms.com/106k26kiwQ2ChT_iKmnKDQgsme9l,1,1,0.9995605528354644,0.9999995231628418,0.9990240335464478,both-strong
http://rituraj1924.github.io/netflixclone/,https://rituraj1924.github.io/netflixclone/,1,1,0.9977588295936584,0.9999986886978149,0.9950212240219116,both-strong
http://ankitasingh125.github.io/CloneProject,https://ankitasingh125.github.io/CloneProject/,1,1,0.9990810215473174,1.0,0.9979578256607056,both-strong
