url,expected,pred_label,final_prob,url_prob,fusion_prob,decision,status
https://q-r.to/bfXxns,1,1,0.9902524471282959,0.9996134638786316,0.9788112044334412,both-strong,ok
https://tinyurl.com/app/nospam/tinyurl.com/2jsm6xb5,1,1,0.9994674556109369,0.99882572889328,0.9999903440475464,both-strong,ok
https://dfgytrew22.wixsite.com/webskyy,1,1,0.9998766183853149,0.9998766183853149,0.5470573306083679,url-strong,ok
https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fsites.google.com%2Fview%2Fkifdgfgdjhkjldlkj%2Fhome%3Fauthuser%3D6&dsh=S406305489%3A1759140403159739&followup=https%3A%2F%2Fsites.google.com%2Fview%2Fkifdgfgdjhkjldlkj%2Fhome%3Fauthuser%3D6&ifkv=AfYwgwWZNm9RJddPWuMHMArHjpF-eGUkIGI1ImWeJYK17wYF1PX6__vYilZ47a6We88GI8g8gMGfkg&osid=1&passive=1209600&flowName=GlifWebSignIn&flowEntry=ServiceLogin,0,1,0.9137479364871979,1.0,0.8274958729743958,both-strong,ok
https://dev-okjfhg.pantheonsite.io/,0,0,0.699,0.9991415739059448,0.08843544125556946,url-downgraded,ok
https://tinyurl.com/app/nospam/tinyurl.com/275p6ch4,1,1,0.999844412414395,0.9996682405471802,0.9999879598617554,both-strong,ok
https://did.li/secure/,1,1,0.997339278459549,0.9983872175216675,0.996058464050293,both-strong,ok
https://dana-page-aktivasi-saldo.github.io/,1,1,0.9341223537921906,0.9221517443656921,0.946092963218689,both-strong,ok
https://q-r.to/dgtespana,1,1,0.9772113740444183,0.9983811378479004,0.9513372182846069,both-strong,ok
https://bafybeicedalcolwlvq7fjhtcvzj3vivz4pdfd7b3cgr4gm55mafkj7geua.ipfs.dweb.link/,1,1,0.9999396204948425,0.9999333620071411,0.999945878982544,both-strong,ok
https://talha6368.github.io/netflix-clone/,1,1,0.9998609840869903,0.9999933242797852,0.9996992349624634,both-strong,ok
https://pub-f6856f3d88234137bd155e2b201a746e.r2.dev/index.html,1,1,0.9999991655349731,0.9999983310699463,1.0,both-strong,ok
https://pub-7f5e4341e83541bb840145bbe46638c6.r2.dev/index.html,1,1,0.9999994039535522,0.9999988079071045,1.0,both-strong,ok
https://share.hsforms.com/17BKBuAJYRv2gq701bBvgNwsptnc,1,1,0.9992346912622451,0.9999984502792358,0.9983012080192566,both-strong,ok
https://share.hsforms.com/106k26kiwQ2ChT_iKmnKDQgsme9l,1,1,0.9994341939687728,0.9999995231628418,0.9987432360649109,both-strong,ok
https://rituraj1924.github.io/netflixclone/,1,1,0.9985565453767776,0.9999182224273682,0.9968922734260559,both-strong,ok
